id,title,company,description,industry_of_company,summary_of_applicant
731,Assistant Accommodation Manager. Director of Style. Executive Housekeeper. Head Housekeeper. Insurance Claims Officer Dutch queue. Regiomanager,Adare Manor. Allianz Partners. Hendriks Hoteldiensten B.V.. Maison Estelle and Estelle Manor. Moevenpick Hotel Amsterdam. Seafield Hotel & Spa Resort. The Manhattan Hotel Rotterdam. W Hotels,. A Forbes 5 star hotel,,"An expressive, intuitive, thinking and judging personality. Possessing a wealth of in dept knowledge within rooms division, and has a proven ability of running successful departments in Deluxe, luxury,estates and resorts.. Believing that good team leadership and a hands on approach to management brings increased profits and standards.  Ability and experience to work across various cultures, resulting in multicultural and multilingual business attitude, superb service and quality  orientated mind–set, a fresh character and immune to stress. Accustomed to fine tuning departments and its people management. Success is a must."
733,Kinetoterapeut,"Regina Maria, Reteaua de sanatate",Kinetic sport and medicine,,
735,Associate Professor (2021); Assistant Professor (2016-2021). Director of Youth & Family Services; Director of Community Outreach & Training,"Pacific University, School of Graduate Psychology. Portland Anxiety Clinic",http://portlandanxietyclinic.com/who-we-are/dr-allison-brandt/. http://www.pacificu.edu/about-us/faculty/allison-brandt-phd,,
738,Business Head-Loan Against Securities. National Sales Manager. Relationship Manager. Territory Manager. VP- Retail Banking. VP-Business Banking,Bharti Cellular Ltd. Citicorp Maruti Finance Ltd (Citigroup). IndusInd Bank. IndusInd Bank Ltd.. Royal Bank of Scotland. YES BANK,"Business Head -Loan Against Securities .Responsible for the LAS book and P&L.. Developing and positioning sales through a channel of franschisees and retail outlets in Vasai,Bhiwandi,Ulhasnagar districts for post paid cellular services.. Handled and grew the entire auto loan portfolio for the bank in Pune.. Handling the entire relationship channel and wealth vertical for the region.. Handling The Sales Portfolio in Mumbai.. Responsible for growth and development of the Retail FX business spanning individual remittances,repatriation, and Forex cards.Building the vertical across the country to make it a sustainable and efficient income line.",,"SENIOR MANAGEMENT EXECUTIVE*Key Account Management * New Business Development *Networking & Relationship Building *Process and Project Management *Staff Development and Promotion*16 years experience across sectors.PROFILE: Senior executive with verifiable year-after-year success achieving revenue, profit, and business growth objectives within turnaround and rapid-change environments. Extensive experience with highly engineered systems, which require deep understanding of critical business drivers in multiple markets and industries; setting and implementing processes, seizing control of critical problem areas, and delivering on customer commitments. Led and motivated nationwide teams which comprised of more than 112 employees and managed P&L for business divisions exceeding Rs.300cr revenue.                                            SELECTED ACHIEVEMENT HIGHLIGHTS- Transformed an unprofitable and uncompliant division into a Rs.24cr profitable and zero risk    division. (IndusInd Bank Ltd.)- Turned a Rs.28cr b"
740,Software Engineer III. Software Engineer Intern. Teacher Assistant,Google. Microsoft. Pepcoding Education Private Limited,". • Worked there as a Teacher assistant for the course on Data structures and Algorithms.• Helped students by clearing their doubts, tried improving their problem solving ability by providing new and novel problems to them.",,"Working as a Software engineer at Google with hands on experience of designing and building robust infrastructures at scale, with keen interest in problem solving (5* on CodeChef, Expert on CodeForces)Experienced in data structures and advanced algorithms. Skilled in Java, C++, C, JS. Strong Engineering professional graduated from Delhi Technological University."
741,Adjointe administrative. Adjointe administrative (contrat temporaire). Services administratifs et bureautiques,Festival Woodstock en Beauce. Les Ressources Komet inc.. MSV Construction Inc.. Tergos architecture + construction écologique. Travailleure autonome,"* Faire des déclarations d’impôts pour des particuliers * Effectuer de la correction et et de la mise en page de documents * Gérer et animer des médias sociaux * Rédiger de la correspondance d'affaires* Gérer des agendas, des comptes fournisseurs et des comptes clients * Effectuer des conciliations bancaires, des remises gouvernementales et des paies employés * Corriger des documents * Concevoir et mettre en forme  des curriculums vitae.. * Gérer les demandes de la clientèle et veiller à sa satisfaction * Octroyer les concessions de location kiosques (gestion et recherche de candidatures, rédaction des contrats, suivi des dépôts et paiements) * Gérer la réception et de l'envoi des contrats d'artistes, voir aux paiements de dépôts sur engagement, aux demandes d'exemption d'impôts et aux demandes des devis techniques * M'occuper de la préparation de la billetterie (impression et envoi des billets de faveurs, gestion des points de vente et des accords de consignation) * Gérer les listes d",,
744,Director. Heavy Diesel. Retired,Diesel Services Ltd. Granten Holdings Ltd. PAGE VIVIAN MOTORS LTD,"Fuel Injection Serice,Rebuilding Heavey Diesel engines Re Engining Heavy Trucks with increased Horsepower--Larger Transmissions and Rear Drive Axles, Traveled as Company Rep and carried out Field Service Work in the Taranaki King Country Area. Manager and Sales. Retired now, previously importer of Machinery and Sales",,
746,Desarrollador,CREANGEL,Desarrollo de Conectores y Otros Componentes Software sobre Google Search Appliance,,
747,stagaire,Algérie Poste. Algérie Télécom,étude et implémentation des modules de sécurité au sein du bureau de poste d’Algérie poste. théme : étude et réalisation d’une solution d’interconnexion via le Réseau 4G/LTE d’Algérie telecom,,
751,ADMINISTRADORA COBRANZA. EJECUTIVA SENIOR SALUDSA. Ejecutivo de cuentas. OPERADORA TELEFONICA. Representante  de venta producto  individuales. Representante de ventas,American Call Centers. Humana Ecuador. Saludsa. Salupharma Biosimilars S.A.. Seguros Equinoccial. Tecniseguros Ecuador,". Administracion de oficina, cobranza efectiva , logistica de cobros, logistica de envios a nivel nacional, manejo de caja chica, cobro   y registro de pagos etc.PAGO A PROVEEDORES/ FACTURACION Y COBRANZA/ MANEJO DE CARTERA/ EMPRESARIAL / CAJA CHICA/ RETENCIONES/ ADMINISTRACION DE LOCAL. MANEJOS DE PRESUPUESTOS ASIGNADOS, INGRESOS DE VENTAS , VERIFICACION DE INSTALACIONES , COORDINAR INSTALACIONES, ANALISIS Y BUEN MANEJO  DE SPEACH, SER ISNTRUCCTORA DE NUESVOS CANDIDATOS ETC. REALIZAR INGRESOS DE VENTAS, SEGUIMIENTOS A REGULARIZACIONES , BUEN MANEJO DE INGRESOS Y CUMPLIMIENTO MENSUAL DE  PRESUPUESTOS ETC.. VENTA DE PRODUCTO INDIVIDUAL, INGRESO EN SISTEMA MANEJO DE HUBSPOT, CUMPLIMIENTO DE METAS VEBTA DE PRODUCTO EMPRESARIAL, MANEJO DE CRM, INGRESO EFECTIVO  DE VENTAS SIN NINGUNA REGULARIZACION .MANEJO DE CARTERA EFECTIVA",,"Hola querida red, me alegra poder hablarles  un poco  de quien es Reina, tengo 15 años de experiencia  en el sector  de Seguros( medico y vida ) a pesar de tener experiencia en el área de call center y cobranzas, descubrí que esta área llena mis expectativas, trabajo que realizo a diario con pasión y mucho  ahínco, el poder ayudar  asesorar y guiar  sobre la.mejor opción  para mis clientes, me encanta.Me destacó en mi servicio personalizado de forma eficiente y eficaz."
752,Convenience Store Manager. HRBP. Purchaser. Senior Researcher. Store Manager,（株）セブン－イレブン・ジャパン. Slate Consulting. パーク二四（株）. 日本イートン（合同）,". Sourcing candidates for various industries, candidates would range from mid to senior level staff. Working with start-ups, Multinationals and Fortune 500 and other public listed companies.    • Research and profile recruitment data and trends for Japanese Clients using various media sources and manual surveys.   • Identify Client’s current and prospective Japanese staffing requirements, prepare and post notices and advertisements, and collect and screen Japanese applications    • Advise Japanese applicants on employment requirements and on terms and conditions of employment    • Identify and contact (cold call, social media, targeted research, etc) candidates and educate them on current staffing requirements    • Review candidate inventories and contact potential applicants to arrange interviews and transfers, redeployment and placement of personnel    • Coordinate and participate in selection process to evaluate Japanese candidates to confirm that their skills meet or exceed the requirements ",,"Executive Search for the Canadian, Japanese and Asia-Pacific markets. Through strategic candidate sourcing, pipe-lining, profile assessment and market research.Please feel free to get in touch if you are looking for new opportunities.Direct: 03-5962-5906Email: atoda@slate.comwww.slate.co.jpAbout SlateSlate operates an Asia Pacific-wide Human Capital Consulting business and helps progressive global companies build successful businesses through introducing them to leading job seekers.Slate is a full-fledged firm covering searches in six main areas, including Renewable Energy, IT/MIS, Life Sciences, Industrial, Finance, Accountancy and Fast Moving Consumer Goods. Slate employs more than 60 professionals, drawing from many corners of the world."
753,Associé. Correspondant ressources humaines. Gestionnaire de paie. HR Manager for RG-PI and Raymold. Juriste droit social. Responsable des ressources humaines. Responsable ressources humaines,ADPA. ARaymond Network. Cegid Group. CETUP. GO SPORT. Laurie Lumière. Time for the Planet. Veolia Nuclear Solutions,". Time For The Planet est une entreprise à mission qui souhaite rassembler 1 milliard d'euros pour créer 100 entreprises luttant contre le réchauffement climatique. Il est possible de devenir actionnaire à partir d'un euro investi. Agissons ensemble ! Si vous souhaitez savoir comment vous engager, par ici : https://www.time-planet.com/fr",,--
754,Adjunct Professor. AVP - Office of Diversity & Inclusion. AVP- Customer Service. Customer Service Manager. Director of Training. Marriage and Family Therapist. Marriage and Family Therapist - Consultant. Marriage and Family Therapy - Intern. Pastor. Senior Pastor. Staff Clinician / Training Coordinator,"AXA Advisors. AXA Equitable. AXA Financial. Family Services Bureau. Family Services Bureau of Newark NJ. Friendship Baptist Church of Paterson NJ. Gill Creek Baptist Church. Moving on Life Center, Inc.. Nathan & Lewis Securities, Inc.. Passaic County Community College. York College",". -	 Manage Customer Service Call center-	 Supervised a staff of 40 Customer Service Representatives, including the Quality Assurance Team, with responsibility for interviews, hiring, training and development, establishing productivity goals, monitoring calls for quality, conducting performance evaluations, and budgeting for bonuses and increases.-. -	Responsible for training all new and existing associates in all product knowledge, operations, quality customer service and other areas of expertise.-	Served on the Diversity Council, with responsibility for advising executive management on diversity issues and co-facilitating diversity workshops.. - 	Responsible for training and developing criteria to the executive team and management staff, in an effort to support the diversity strategy implemented by the CDO and executive management team.-	Partnered with functional areas within the organization (Legal, Marketing, and Retail Distribution) to help foster recruitment, retention, and development of a diverse staf",,"Experienced Marriage And Family Therapist with a demonstrated history of working in the mental health care industry. Skilled in Nonprofit Organizations, Career Development, Coaching, Crisis Intervention, and Diversity Training. Strong healthcare services professional with a Ed.S. (Educational Specialist) Masters focused in Marriage and Family Therapy - Psychology from Seton Hall University."
755,Head of Resource Mobilization and Partnerships. Professional Service Manager. Sales Development Manager. Senior Advisor: Private Sector Partnerships,International Committee of the Red Cross - ICRC. PT Multipolar Technology Tbk. UNICEF. UNICEF Indonesia,". I was responsible for developing and growing income from private sector to support country programme.• Oversaw a team of four, responsible for overall design and management of a strategic resourcemobilization, fundraising and partnerships programme in Indonesia, the biggest UNICEF CountryOffice in East Asia Pacific Region with a five-year Country Programme budget of US$ 155.2million• Responsible for new business development, driving market expansion and maximizing incomegeneration to raise from private sector at least USD 38.5 million in 5 years• Successfully transformed composition of restricted/unrestricted income from 60/40 in 2007 to15/85 in 2010, to increase Country Office’s funding sustainability and flexibility• Led the scaling up of Face-to-Face donor acquisition channel, which expanded pledge donor basefrom 3,000 (in Dec 2007) to 33,000 (in Dec 2010)• Successfully instituted Face-to-Face channel, as a strategic foundation to grow sustainable incomefrom individual donors, resulted Indone",,"• Highly creative Resource Mobilization & Partnerships Manager with strong business background,including 6 years in commercial sector and 21 years in non-profit sector.• Versatile and seasoned fundraiser who adapts well to rapidly changing environments.• Strong team player with high level of integrity, who performs well in a multi-national environment,while embracing diversity and inclusion for continuous improvement.• Result-oriented leader who excels in mediating among multiple groups of large organizations andmaintains productive relationships with staff, peers and management.• Excellent written, verbal and interpersonal communicator and presenter for audiences of all sizes.• Fluent in English and Indonesian. Basic knowledge in Mandarin."
756,Front Desk Agent,Bacara Resort and Spa,Front Desk Agent at Bacara Resort and Spa,,
758,"Adjunct Faculty. Community Pastor. Community Resident. Designer. Director. Independent Design Contractor. Instructor. Media & Communications Director. Owner, Managing Partner. Partner, Director of IT",Doogie Company. Johnnyo Design. Lampkin Design Group. Lone Star College. National Athletic Combine. Spring ISD. The Brook Church. ViSalus,". Handled day to day operations of the company, business development, and marketing. Also worked closely with clients on projects from the requirements phase to concept development to final solution — I enjoyed helping clients realize their goals.. I help other people achieve their financial and health and fitness goals by actively living and promoting a healthy and fit lifestyle, and through sharing the Project 10 Challenge.. I served as adjunct instructor for ARTC 1302 Digital Imaging 1 and ARTC 2305 Digital Imaging 2 (Using Adobe Photoshop). Both project-based courses utilize the design process through a series of visual communication projects and exercises for both Web and Print media. The course also touches on color theory, Typography and real-world application of techniques and processes.. Implemented a 2-year computer animation and visual effects program and served as instructor at Carl Wunsche Sr High School, A Career Academy in Spring ISD.. It was exciting and challenging serving at The Brook Chur",,"MinistryOver the last 10 years, my transition into full-time ministry has brought tremendous joy and challenge. I have allowed myself to be  stretched beyond what I thought was possible and God had grown me through it. The Crucible Project has had a significant role in my personal and spiritual growth and my development as a leader. Likewise, being part of an amazing team at The Brook Church has been key to my growth. I have learned from strong, authentic leaders and mentors. I believe leadership development is the key to essential growth in life — and I have personally experienced its positive impact in my role as a pastor/ministry leader and business owner. I love pouring into and developing others. I love seeing people win and walking with them through the losses. I love serving others. I will always strive to be part of things that are much bigger than myself.Graphic DesignWhat started as a freelance design business has become much more. After going full-time in 2008, the business has steadily grown. I "
759,"IB Psychology. PhD Research Fellow in the Department of Developmental and Comparative Psychology. Professional Development Coordinator & Trainer. Psychology & Cognitive Sciences Research Lead. Research Assistant & Coordinator. Research fellow (postdoc position) at Department of Psychology, University of Warwick, UK. Research fellow and lecturer",Charles University. Charles University in Prague - undergraduate research grant.. Max-Planck-Institute for Evolutionary Anthropology. Nový PORG. PromethistAI. Spolupráce s.r.o.. University of Warwick,"http://cooperation.cz/en/Administering, scoring, and interpreting psychodiagnostic tests. Identifying training and development needs and designing training and development programs based on the needs of the organization and the individual.. https://promethist.ai/PromethistAI is a deep tech company with its core competency in the area of Beneficial Conversational AI.. https://senseofcommitmentcom.wordpress.com/. https://www.eva.mpg.de/psycho/index/The Department of Developmental and Comparative Psychology was led by Michael Tomasello. It investigated cognitive and social-cognitive processes in humans and their nearest primate relatives.I was part of a reaserach group led by Malinda Carpenter - a leading expert on social cognition. Research outcomes:Siposova, B., Grueneisen, S., Helming, K., Tomasello, M. & Carpenter, M. (2021). Common knowledge that help is needed increases helping behavior in children. Journal of Experimental Child Psychology, 201, 104973. doi:https://doi.org/10.1016/j",,"I am a cognitive/behavioral scientist curious about: 1)innovative digital mental well-being solutions, 2) the human ability to collaborate and share experiences with others (shared reality).In PromethistAI we develop empathetic Digital Personas with complex social intelligence, cooperation and communication skills. I am motivated to translate cutting-edge knowledge into high-quality solutions and establish collaboration with the best experts/teams to make this happen.I am open to applying my expertise to innovative and challenging projects & supervising creative students.https://scholar.google.com/citations?user=W58ABm8AAAAJ&hl=en---1)Why well-being?Mental well-being is a crucial prerequisite for sustainable human development, it influences our health, work, and our relationships. Anxiety and stress are on the rise globally, and the cost to society is immense. Knowledge from experts is locked behind paywalls, in academic papers, and available only to a small number of people. High-quality, accessible, likeabl"
763,Analista Contable. Asistente de estados financieros. Asistente Financiero - Contable. Associate |  Finance | CBS. Docente. Practicante de Contabilidad. Senior Accountant,CIBERTEC. EY. Grupo Graña y Montero. INTELIGO. Interbank. KPMG en Perú. SKY Airline,". Análisis de cuentas de gastos del banco.Registro y validación en el sistema Oracle del banco.Reportes de auditoría sobre las cuentas que agrupa Marketing.Seguimiento y asesoría de los proveedores del banco.Encargado de la recepción y validación de las facturas electrónicas de Lima y provincias.. Carreras de administración y negocios.. Encargado del módulo de AP de Paredes Burga & Asociados.Realizaba registros contables, revisaba registros realizados por practicantes y apoyaba constantemente a su capacitación.Realizaba el análisis de cuentas locales y gerenciales de la empresa.Elaboración y revisión de los libros electrónicos.Control de SPOT.Realizaba las provisiones, reclasificaciones y compensaciones de Paredes Burga & Asociados.Control y registros de las entregas a rendir, caja chica y no domiciliados de Paredes Burga & Asociados.Certificados de no domiciliados.Soporte continuo en temas contables de Paredes Burga & Asociados al personal de la firma.                                       Show",,Contador Público Colegiado - Titulado de la UNMSM
764,Owner & Landscape Contractor,"Clark Unlimited, LLC","I am the owner of a property services company the specializes in commercial & residential lawn care, pressure washing and landscaping services.",,
768,Fiscal. Supervisor de departamento. Vendedor de varejo,americanas s.a.. Grupo Casas Bahia,muito bom. Treinando Supervisor. Vamos,,
769,"Account Coordinator. Account Director. Account Executive. Account Manager. Account Supervisor. Assistant Account Executive. Director. Director of Account Services. Independent Consultant. Marketing Manager. Sr. Creative Account Lead. Sr. Manager, Advertising",Arnold Worldwide. Benchworks. Biogen. Carlson Marketing. Claire Olivia Consulting. CVS Health. Enkeboll Designs. Hamon & Associates. Small Army. Vynamic,". - Hired to help build out the account services group in a new internal agency. Managed consumer materials for 5 brands - Maintained advertising budgets and associated programs for TECFIDERA, AVONEX, PLEGRIDY, ALPROLIX and ELOCTATE- Collaborated with the marketing team and field force to build advertising communications that met patient needs- In addition to these Hemophilia and MS drugs, I also oversaw Biogen.com and associated corporate advertising- Created print, direct mail, email, web, and video. Develop PPTs and handouts for Speaker programs and meetings- Led the initiative to streamline CRM materials, including a re-design of consideration brochures and welcome kits- Managed weekly submissions to regulatory, legal and medical in order to obtain FDA approval on all materials          Show less. - Implemented channel and employee reward and recognition programs; coordinated travel and incentives- Remotely managed a team of Minneapolis based website developers. Coordinated website creation including: sco",,"Experienced leader in Pharmaceutical Marketing and Global Launch. Highly collaborative with leaders in marketing, sales, market access, medical affairs, regulatory, legal and compliance. Expertise in conducting RFPs, onboarding new vendors and managing agencies and production partners. 10 years of pharmaceutical and general healthcare experience."
771,Team Leader Mayfair Specialist Nurses,Mayfair Specialist Nurses,,,"Mayfair is a member of the A24 Group – the first medical staffing company to offer a 24-7 service, 365 days a year. Mayfair's clients include hospitals, GP Primary Care, Nursing Homes and other healthcare providers nationwide. We offer placements for NHS Theatre Nurses, Surgical, SCBU, Renal/ Dialysis, PICU, Paediatrics, ODP, NICU, Midwives, Dental, ITU, HDU, CCU & Cardiac, Cardiothoracic, Acute Medical, A&E and HCAs.The group has won a reputation for the speed and efficiency of its service response; and the advanced compliance processes and ICT management systems, developed in-house over many years. Our clients benefit from our major investment in training, systems and processes that ensure the speed, efficiency and safety of our service. bookings@mayfair-nurses.co.ukclint.snyders@mayfair-nurses.co.uk https://www.mayfair-nurses.co.uk/https://www.staffshift.com 0871 873 3326"
775,Customer Service and Logistics Manager. Customer Service Manager. HR Generalist. HR Specialist. HR Sr Clerk. myHR Associate. Operations Manager. Sales Personnel - freelance,Abbott. Alleanza Assicurazioni. Arthrex Italia. KARL STORZ. Wyeth Lederle,". - Comp&Ben activities: LTI, incentive calculation, ESPP analysis and management, merit increases and promotions.- Reporting activities: incentive plan inventory, data survey analysis, data check and monitoring, CRM and SAP reporting.. 360° HR contact for Vascular and Diagnostics Divisions:- Recruiting and Development: interviews with candidates for all Abbott Italy vacancies and internal job posting (sales, staff and management positions), preparation and discussion of individual training plans , including performance excellence discussion. - Compensation management: performance analysis for compensation merit plans, discussion with the managers and directors and payroll implementation.. Consignment Inventory management and contracts.Support to Marketing/Supply for new products' launch.Customer support at all levels (logistic, invoicing, order entry, etc).Expert in SAP ECC, HR.. Customer Service and Service Administration Management. Managing overall Operations. Responsible for the effective and successful",,"I pick the best from every experience. Several years of experience in multinational pharma/medical devices companies with a 360 degrees experience: HR, Customer Service and Logistics. Last one as an Operations Manager.Strong believing in human value and in continuous improvement because people motivation is a key factor in making lean operations’processess.Love challenging environments. The more you are oriented in solutions, the less you fear to make mistakes. When you learn from mistakes nobody will remember your errors more than your fast learning attitude.Humile approach and assertiveness are a key for success."
776,Department Manager – Radar Data Processing. Department Manager – TAVITAC NT Product Manager. Director. Head of Delivery,PRICE Systems International. Serlog Industrie. Thales,"In charge of Radar Data Processing applications for La Fayette type frigates, 2 radars for French aircraft carrier, Export OPVs(Ada83 – 200KSLOC – Real/Time). Setting up of an international partnership and technology transfer with African Defence System for South African Corvettes programSoftware Specifications for a Korean Naval Tactical Data Systems with Korean Navy and Korean MinDefIn charge of Combat Management System specification, design and development for Kuwait OPV, Viet-Nam and Estonia Maritime boarder surveillance systems(Ada83,/Ada95,/C++, 1,000KSLOC – Real/Time). Setting up of in-house project management organization – System architecture studies and Software test and evaluation work for transport prime contractor – Cost estimation expertise. Technical coordination of PRICE Systems International consultants (France, Germany, UK) and agents (China, Japan, Korea, Italy, Spain)Complex IT projects and Systems of Systems independent estimates",,"Over 25 years of experience in Complex Projects Management- Ministries of Defense- Major Defense, Space, Aeronautic prime contractors- Information Technology Projects Software development expertise in various domains (defense, space, banking/financial, ERP, etc.)Now focused on Cost Management Solutions implementationSpecialties: - Complex projects & programmes management- Cost management, estimation, control, EVM (tools, processes and methods)- International environment"
777,Founder,Implant Dentisry and Periodontics,"-Diplomate, American Board of Periodontology-Periodontal/implant/sedation training and Masters in Dental Science at Indiana University School of Dentistry-Certified in I.V. conscious sedation -Certified in Straumann, Astra Tech and Nobel Biocare implant systems",,"Our mission at Implant Dentistry and Periodontics is to build a community valuing prevention, early detection as well as treatment of periodontal disease, and to keep current on the latest advances in periodontics and implant dentistry. We would like to help set the stage for a life-long commitment to oral health in a friendly and approachable manner.Specialties: Periodontics, Periodontal Surgery, Gum Grafting, Dental Implants"
779,Board Member. Chairman. Lead IT Business Process Analyst. Solutions Architect Dynamics CRM. Sr Software Consultant. Sr. Consultant,CRMUG Midwest Chapter. Ecolab. EMC. Interlink. Microsoft. Microsoft Dynamics CRM User Group (CRMUG). SE Technologies. Slalom Consulting,. - Architected Dynamics CRM 4.0 Solution for NALCO - Technical Team lead for the project  - Implemented a Hosted Solution then Brought On-Premise - Successfully architected and implemented TenDigits Mobile Access Solution for CRM 4.0 - Microsoft Dynamics CRM Solution CRM 4.0 On-Premise – Exchange Online – SharePoint 2010 – Performance Point. - Implemented Microsoft CRM Solutions- Coordinated Dynamics CRM Projects- Cross Trained Employee's in Dynamics CRM- Built up Internal CRM Practice. - Microsoft Solutions Architect - Primary responsibility of Implementing Microsoft Dynamics CRM Globally for Nalco.- Successfully upgraded CRM4.0 to CRM2011- Scale Dynamics CRM2011 to 9000 + users Globally- In process of Upgrading from CRM2011 to CRM2015 Online. - Oversees delivery of and facilitates Regional Chapter Meetings- Serves as a point person to the overall User Group organization and represents the chapter- Oversees survey/feedback/continuous improvement loop back to the Global User Group- Work with Vice Chair,,"• Highly motivated and dedicated Microsoft CRM professional with over 14 years of strong experience in delivering MS CRM solutions to customers including large and complex implementations with worldwide deployments. • Skilled in business modeling, infrastructure architecture and environment maintenance with installations. • Strengths in Configuration, Customization, Data Migration, Integration and modeling security for MSCRM implementation. • Held roles of Solution Architect and Technical team lead with highest customer satisfaction. Specialties: Microsoft Dynamics CRM Functional and Technical Consultant, SCRUMContact: mqureshi@outlook.comPhone: +1-408-910-8453"
780,Attache. Security Agent. Security Officer. Team Leader Security Services,"Murang'a University of Technology. Swissport. The Chiefs'Magistrate courts, Milimani Law Court",,,"I am a certified criminologist by Professional Criminologists Association of Kenya(PCAK), Kenya Civil Aviation Authority(KCAA) and a holder of a B.A in Criminology and Security Studies. I have 6 years, as at 2024, of experience in the security department where I have volunteered (apprenticeship) as a security officer in Murang'a University of Technology for 4 years and currently working as a Team leader; Security Services in Swissport Kenya Limited.From these I have managed to attain skills in policy making, access control, surveillance, risk assessment/management, crowd control, physical security, handling dangerous goods, conducting PAT Down searches, Physical searching of baggage and buildings, team work, workplace safety management , profiling and time management among others. I am flexible and ready to learning more skills."
781,"Head of MERL. MERL Coordinator. Plan and program officer. Plan, Monitoring and Evaluation Expert. Planning and Digitalization chief. Planning and Digitalization chief at National Public Health Emergency Operation Center (PHEOC). Senior public health expert",Ethiopian Public Health Institute. Ethiopian Public Health Institute Public health emergency Operation center(PHEOC). Guhala primary hospital. Health Center. Tamra for Social Development Organization,,,"A Senior Public Health Program Monitoring and Evaluation specialist has been working for 10 years in the field, equipped with adequate knowledge and working experience. These experiences range in different health care programs including District health information system2 (DHIS2), CBNC (Community based Newborn Care), and Quality improvement projects in hospitals in Ethiopia. I am seeking an opportunity to contribute my advanced experience and knowledge of M&E for an effective implementation of health care programs in Ethiopia through evidence based planning and decision making practical. I have completed my masters of public health in health monitoring and evaluation from University of Gondar with a CGPA of 4 from 2018-2020.  I  graduated my BSC in Health officer from Jimma university with CGPA of 3.45 from 2009-2012"
782,Co-founder & CEO. Founder & CEO,Bimini Biotech doo. Cell Culture Lab,"BIMINI BIOTECH is a company I created as a pipeline for my future projects as well as a base for my consultancy roles within the longevity industry. This includes roles in Bioinformatics (Biolytica), Supplement design (Jung Longevity), and several collaborations with longevity Clinics to help design their longevity program (Zoi/Dubai, ELC/Georgia, Retreat Yachting/Croatia,...). Cell Culture Lab is a biotech company focused on Rejuvenation through Rejuvenated Autologous Cell Injection. Our first product, AFI+, is focused on skin rejuvenation through the injection of Autologous fibroblasts.",,
783,"Director of Engineering. Group Leader (Pulping Bleaching & Chemical Recovery). Partner. Program Manager / Enterprise Architect - Consultant. Research Technician. Researcher. Senior Director, Account Management. Sr. Research Scientist. Vice President, Consulting Services","Alliance Global Services. D&B. EPAM Systems. Fusion Technologies. Oak Ridge National Laboratory. Pure World Botanicals, Inc.. Union Camp / Bush Boake Allen. Union Camp Corporation. Unocal","Alliance Global Services was a global software solutions firm providing the full life cycle of capabilities from strategy through development, testing, maintenance and outsourcing.As a member of the Senior Delivery Leadership Team, my role was to define and implement software delivery processes and methodologies across the organization. This also involved mentorship/guidance of delivery managers and their software development teams. Responsible also for delivery and client relations with AGS customers in the NY/NJ region.Alliance Global Services was acquired by EPAM Systems, Inc. in 2015.                                       Show less. D&B has been a primary client since 2001. Responsibilities have focused on enterprise architecture, leadership of large teams for application development, and program management of initiatives spanning multiple business and technology units.. Development of non-proliferation compliant nuclear fuel reprocessing. Focus was on a liquid metal-based process that allowed purificatio",,"EPAM Systems, Inc. (NYSE:EPAM - www.epam.com) is a global software engineering and IT consulting provider.Forbes recognizes EPAM on its Fast Tech 25 list of fastest growing technology companies in North America. Forrester Research names EPAM as the stand-out leader in the Platform Engineering Services space, as a leader in the Product Development Services space and included it in the top ten largest Commerce solution providers globally."
784,Inside Sales Manager. Marketing assistent. Modern Workplace Solutions - Business Development. Personlig Assistent. Program Manager. Projektleder. Salgs assistent. Salgschef. Telemarketing chef. Telemarketing leder,CloudWorkers (tidl. Belsø A/S). Danner Huset. Dansk Indkøb A/S. itm8. Microsoft. Mødrehjælpen. Sejersen Telemarketing,". Ansvarlig for 4000 kunder i mindre og mellemstore virksomheder med 6 - 16 ansatte i teametRekruttering, ansættelse og opsigelse af medarbejdereSalg, vækst og budget ansvar samt rapportering Rådgivning/salg gennem dialog med forretningsbeslutningstagere og dermed generering af salgsmuligheder ved behovsafdækning mv. Initiativ tager og driver af et europæisk samarbejde  Resultat: Mit team og jeg konstant var blandt top 3 i Europa og førende inden for vores tilgang til de forskelligartede opgaver i konstant forandring samt det opnåede resultat.                                       Show less. Danner Huset er et krisecenter som modtager, hjælper og støtter voldsramte kvinder med et sted at bo mv. 5 måneder med hands on for at udarbejde en businesscase som kunne belyse behov, og krav til  en alternativ indtjeningskilde. Resultat:   Udarbejdet forretningsplan til bestyrelsen om hvorvidt man vil gå videre og forsøge at finansiere et telemarketing initiativ i Danner. Hvervet sponsorer til fødselsdagen ",,"Jeg har solid og dokumenteret erfaring der understøtter ønsket om forandring, driver fremdrift og skaber forretning. Jeg finder uudnyttet potentiale i mennesker og får det til at fylde og vokse.  Nysgerrighed er min drivkraft og en søgen efter alternative, mere effektive og rentable måder at udføre mine, teamets og virksomhedens opgaver på. Jeg er af natur en problem løser, der ikke er konfliktsky, men i stedet spørgende, så jeg via andres input kan blive klogere. Jeg tænker kreativt – har mange ideer, fører dem ud i livet og går altid gerne foran når og hvis der er behov - jeg sætter ikke nogen til noget jeg ikke selv har prøvet af.     Min empati bidrager til et åbent og ærligt arbejdsmiljø, hvor der er plads til alle, og det skaber et solidt fundament for udvikling for alle.Jeg viser med min daglige tilgang og adfærd villighed til de nødvendige ændringer der skaber de ønskede forandringer.Mine mange års erfaring og succes fra en amerikansk resultat og målorienteret virksomhed Mic"
